text,link,description
"... except with a different paint job. Our plane is going to be as beautiful as that looks, Jackie O. Our plane is going to be red, white, and blue. Doesn't that make sense? Red white. And then they came to me and the general came to me. The general came to me and he said, ""Sir, I know the way you like everything to be perfect. And sir, instead of coming down, see the big stairway on the left, you're really up there. When you're at that stairway, you're on a three story building, right. And sir, if it's rainy or bad weather or it's blowing,"" and I'm thinking about my hair, right. Oh, sometimes by the time I get down the big one, the little one is a different deal, but the big one, which we use 95%, by the time I come down that big stairway, sometimes I am wiped out. The wind is blowing. I said, ""Is there any wind outside?"" Yes sir. 50 miles an hour. That's good.",https://www.rev.com/blog/transcripts/donald-trump-manchester-new-hampshire-rally-transcript-october-25,"President Trump held a campaign rally in Manchester, NH on October 25. Read the full transcript of his rally speech here."
"The stairs are shaking. I'm shaking. The whole thing. By the time I get into the car, I end up running the last... By the time I get into that car, I'm wiped out. Okay, I got to say, ""Does anybody have a mirror?"" So the general said, ""Sir, we can build a new stairway under the plane, sir. It's a spiral stairway."" I said, ""Wow, that's a great idea."" You'd be totally protected, sir. I said, ""Fantastic. How much?"" 50. I said, ""Wow, 50. That's a great deal. I'll take it."" I said, ""I'll take it."" I said, ""By the way, so for $50,000, I can build."" No, sir, $50 million. I said, ""I don't want this stairway for $50 million."" I tell you this because you people understand business. No, he said, ""We can build it for 50."" I thought he meant $50,000. That's a lot of money for a stairway. No, we can do it for 50 million.",https://www.rev.com/blog/transcripts/donald-trump-manchester-new-hampshire-rally-transcript-october-25,"President Trump held a campaign rally in Manchester, NH on October 25. Read the full transcript of his rally speech here."
"I say the biggest risk we have are the fake ballots. I voted yesterday in Florida and I went and I voted in person because I like to vote in person, call me old fashioned, but a lot of our people want to vote in person. They want to vote. So I went to Florida. Sir, do you have identification? They said that. And no, and they didn't mean to be rude. They want to go through like they would. I took out a passport. I gave them a passport. I took out an ID. Wouldn't it be nice to have voter ID by the way?",https://www.rev.com/blog/transcripts/donald-trump-manchester-new-hampshire-rally-transcript-october-25,"President Trump held a campaign rally in Manchester, NH on October 25. Read the full transcript of his rally speech here."
"So the woman who was great, very smart. And I gave her the passport. I gave her the ID. She said, ""Sir, I think you might be President Trump."" Okay, so I qualify. And then I sat and they gave me the voting thing slips, very computerized, very good. I went through everyone. They said, ""Sir, is this it?"" Yes. Good. And then I signed my name on something else. Sir, you can go to the booth and please, here's a pad. You can keep it secret. I said, ""I don't want to keep it secret. I voted for Donald Trump."" I don't want to keep it secret. Now if I voted for Sleepy Joe, that would be a story, right. That I would want to keep secret...",https://www.rev.com/blog/transcripts/donald-trump-manchester-new-hampshire-rally-transcript-october-25,"President Trump held a campaign rally in Manchester, NH on October 25. Read the full transcript of his rally speech here."
"We have the greatest economy in history. We're blowing away China. China was supposed to overtake us 10 years ago. 2019 they were going to overtake us. They were so far behind. We left them in the dust. Now all of a sudden we have to shut it down. But we saved, remember, 2.2 million people were going to die. We saved 2 million people and now we're opening up and it was a great honor. We had such incredible people. Ventilators, what we did with ventilators. We didn't have ventilators and now we're making them for the entire world. We have all we can use in our country. We got along great with a lot of the governors. Some governors, they were all thankful of the phone. ""Sir, this is incredible what you've done for this state, that state."" If they happen to be not good people, they would then go out and see the reporters. These people right there. And they'd say, ""We're not happy with the job the President is doing.""",https://www.rev.com/blog/transcripts/donald-trump-manchester-new-hampshire-rally-transcript-october-25,"President Trump held a campaign rally in Manchester, NH on October 25. Read the full transcript of his rally speech here."
"Joe Biden has made a corrupt bargain in exchange for his party's nomination. He's handed control of his party over to the socialists. He's handed it over to some very, very bad people. They are filled, and I've seen it, they are filled with rage and desperate for power. This election day, the people of New Hampshire must stop the anti-American radicals by giving Joe Biden, and it's really not Joe Biden, it's the people that control him, the people that surround him, because Joe doesn't have a clue. Joe doesn't have a clue. I really believe he doesn't have a clue. We can be nice and we can say, ""Oh, it's okay,"" or, ""Let's vote for him. We feel sorry."" There's nothing to feel sorry about. This is our democracy. This is our country. We have to do what's right. And he's not a nice person. He's not a nice person. We have to give the Democrats a thundering defeat. And that includes Congress. That includes your Senate. By the way, you have a very good Senate candidate. I hope you're going to get out there because Corky, where is he? Is he here? Corky. Corky Messner. Where is Corky? Corky Messner is doing great. I hear he's doing great, right? Is he? He better do great. He's running for somebody that doesn't help our nation very much, I will tell you that. So I hope you're going to be able to get out and vote for Corky and Congressional Candidates, Matt Bowers and Steve Negron. Right? Great. Where are they? Where are they? Where are they? Hello, fellas. Thank you very much. Good luck. Good luck. And also a friend of mine who's been with me from day one, GOP Chairman, Steve Stepanek. Where is Steve? Where is Steve? Steve, are we doing okay? Because otherwise you're going to be fired so fast. We're doing good? Steve is great. He loves this state and he loves our country and he's the head of the GOP. And he tells us we're going to win. He said, ""Sir, could you come up for a rally?"" I said, ""When would you like it?"" ""How about Sunday?"" I said, ""That's great."" So I got in. It's okay. So I got it about one o'clock in the morning, just left. Actually four states. Left Florida, right, where I voted. I went to North Carolina, I went to Ohio. I did a big one in Ohio. The crowds were unbelievable. It's an unbelievable state.",https://www.rev.com/blog/transcripts/donald-trump-manchester-new-hampshire-rally-transcript-october-25,"President Trump held a campaign rally in Manchester, NH on October 25. Read the full transcript of his rally speech here."
"But Steve has been with us from the beginning and he's been fantastic. He was with us for the great primary win, which was so good. And another man who's been incredible, he was from day one. He said, 'Sir, you're going to win."" I said, ""Say it again."" ""You're going to win, sir.""",https://www.rev.com/blog/transcripts/donald-trump-manchester-new-hampshire-rally-transcript-october-25,"President Trump held a campaign rally in Manchester, NH on October 25. Read the full transcript of his rally speech here."
"""Sir, you're going to win."" I said, ""Say it again."" ""You're going to win, sir."" And he's a real character, and he's a really good guy and his name, I'm sure nobody ever heard of him, Corey Lewandowski. Where's Corey? Where is he? Oh, there they are. I'm looking for these people. Hi, Corey. Are you doing okay, Corey? Are we going to win, Corey? You better win, Corey. I'll never speak to you again. I'll never speak to you again.",https://www.rev.com/blog/transcripts/donald-trump-manchester-new-hampshire-rally-transcript-october-25,"President Trump held a campaign rally in Manchester, NH on October 25. Read the full transcript of his rally speech here."
"We have incredible therapeutics, have incredible drugs. We have, in my opinion, a cure because I took something, Regeneron. It was highly sophisticated stuff, the antibodies, and Eli Lilly makes an incredible drug. What we've done is incredible. This is all been over the last six months. It's all happened. We got the FDA for fast approvals. They would have taken years and years and they're doing it ... They came to me on one, ""Sir, this will take approximately two years."" I said, ""Nope, I needed to prove tomorrow."" They said, ""That's not good."" We got it too. We got it.",https://www.rev.com/blog/transcripts/donald-trump-campaign-rally-greenville-nc-transcript-october-15,"President Donald Trump held a campaign rally in Greenville, NC on October 15. Read the transcript of his speech remarks here."
"I love that. I like when they say, ""Not much, sir,"" but if they have, I'm always there to help, right. I'm there to help. Thank you, David. Great job. We have a candidate for North Carolina, Superintendent of Public Instruction, Catherine Truitt. Catherine. Great. Great. Thank you. Good job, Catherine. I heard that. Chairwoman of the Republican National Committee, Ronna McDaniel. Ronna, who just recovered herself by the way. For anybody that's sitting, look, they're all jumping. Oh, she just recovered. Let's get the hell out of here. No, Ronna's great. Where is Ronna? Right here. Thank you Ronna. She's great. She did a great job. She ran Michigan for us four years ago. She did so well. And many, many decades since the Republican won Michigan, and we won Michigan.",https://www.rev.com/blog/transcripts/donald-trump-campaign-rally-greenville-nc-transcript-october-15,"President Donald Trump held a campaign rally in Greenville, NC on October 15. Read the transcript of his speech remarks here."
"They wanted $2 billion to build it. I said, ""Maybe we could do cheaper."" I said to my people, I said, ""You know this story. Find something. Maybe we own some land."" We did. It had a building on it. So we were going to spend $2 billion. I said, ""Well, let's renovate the existing building. Is it big enough?"" ""Oh, it's too big, actually."" ""And how's the location?"" ""Much better than the one we were going to buy in Jerusalem."" I said, ""Alright, come back with a price."" David Friedman, who's one of the most successful lawyers. Now he's the ambassador to Israel. So he calls me up two days later, he says, ""Sir, I think we can do it for $350,000.""",https://www.rev.com/blog/transcripts/donald-trump-campaign-rally-greenville-nc-transcript-october-15,"President Donald Trump held a campaign rally in Greenville, NC on October 15. Read the transcript of his speech remarks here."
"I said, ""David."" From $2 billion. I said, ""Well, what's the difference between the $2 billion version and the $350,000?"" He said, ""Sir, honestly the $350,000 will have a better location, a better building. It's actually better."" Now, who would believe stories like this? And I actually told him, I did something I don't think, congressman, I've ever done in my life. I said, ""David, it's too cheap. It doesn't sound good. Make it more expensive, please."" So we made it $500,000. Not bad, right? And we opened it up a few months later. So not only did we name Jerusalem, became the capital of Israel. We got the building built. This thing would've taken 10 years, 20 years. Would've cost $5 billion. It would have been ridiculous. I also recognized Israeli sovereignty over the Golan Heights, they've been fighting over that for 52 years.",https://www.rev.com/blog/transcripts/donald-trump-campaign-rally-greenville-nc-transcript-october-15,"President Donald Trump held a campaign rally in Greenville, NC on October 15. Read the transcript of his speech remarks here."
"And I love this state. I love Georgia. When you had the hurricane overdrive, where it came in and wiped out a lot of your area... David Purdue, who is a fantastic guy who may be here someplace, but David Purdue called me. He said, ""You got to do me a favor. You got to help us with our farmers."" And we gave them a hell of a lot of money. They got wiped out by a hurricane. You don't hit too many hurricanes, right? But this was a big monster that hit Florida, hit a lot of different areas. Hit Alabama. We took care of Alabama. We took care of Georgia. We took care of Georgia. Took care of our farmers. I'll never forget. I stood. I came here and I stood and I was with 32 farmers. All of them got hit hard. And one of them said, ""Sir, I was a week away from having the best crop I've ever had. And it got ripped apart. Just ripped apart."" It wasn't his fault. And we took care of him. We took care of all of them. Okay? That made me feel good. It made me feel good. Great people. And they never asked for anything. They just want a level playing field. That's all they ever wanted. And I raised, by the way, 28 billion. Thank you China, because they targeted our farmers. 12 billion and then the next year, $16 billion. Frankly, you did better without even working, if you want to know the truth. Came from China and we did a hell of a job and those farmers are all happy today, but they were targeted by China. We got $28 billion in tariffs and we gave it to your farmers and everybody's doing just fine today, right? But the radical left is doing everything in their power to protect their chosen candidate, who has no clue where he is. He's gone. They have nothing but disdain for you and for your values and the values of Georgia. I know Georgia very well. They flood your communities with criminal aliens, with drugs, crime, while leaving behind. And you see what they do. They live in gated communities, but they flood you out. They complain about guns and they complain about everything. And then they want to end your second amendment, but they want protection for themselves. They oppose school choice while sending their families to the best private schools. We need school choice, by the way.",https://www.rev.com/blog/transcripts/donald-trump-macon-georgia-rally-speech-transcript-october-16,"Donald Trump held a campaign rally in Macon, Georgia on October 16. Read the full transcript of his speech at the rally here."
"Suburban women. I keep saying suburban women, and I got rid of a regulation that would have destroyed the value of your homes. Okay. And would have made your homes very unsafe with low-income housing being built all over the place right next to your house. I terminated it. And even my people, they said, ""Sir, you don't have to terminate it, we can make it much weaker."" I said, ""No. No, you don't understand. I want it terminated. Terminated."" And I terminated it. Suburban women, please. Thank you very much. Okay. I heard, they like my policy, but they don't like my personality. I said, ""They don't care about my personality. They want to be safe and they want to keep their American dream. They don't care about it, which I think is okay. They like my personality. I like them. I like them. I love them.",https://www.rev.com/blog/transcripts/donald-trump-macon-georgia-rally-speech-transcript-october-16,"Donald Trump held a campaign rally in Macon, Georgia on October 16. Read the full transcript of his speech at the rally here."
"He'll bankrupt these programs to finance the last, open borders. They want to take ... actually, we're just finishing up the wall as I said, they want to take the wall down, some of them. They want to take down the wall. This wall is a dream, goes deep and it goes high. A lot of bad people aren't coming in because of that. They want to take it down, many of them. While I'm president, no one will touch your Medicare. No one will touch your social security. Under my leadership, we're delivering a safe vaccine and a rapid recovery. I love the recovery because here I am. I'm mean, that's ... Yeah, two weeks ago I wasn't exactly feeling great. And when you're president, I told this today, when you're president, you got a lot of doctors. You get guys, Johns Hopkins, Walter Reed, you get all the great hospitals. And you got these geniuses, they're all over the place. ""Sir, let me do this. Let me do that. Let me do ..."" ""Just leave me alone, fellas, get the hell out of here."" But I wasn't feeling too great.",https://www.rev.com/blog/transcripts/donald-trump-macon-georgia-rally-speech-transcript-october-16,"Donald Trump held a campaign rally in Macon, Georgia on October 16. Read the full transcript of his speech at the rally here."
"But he was months behind me, remember? He thought it was terrible that we closed down to China. And Fauci said, and he said very nicely, he said, ""Trump saved thousands of lives by making that decision."" And to be honest, I was like just about the only one that wanted to do it. Joe Biden would terminate our recovery, delay the vaccine, prolong the pandemic, and annihilate Georgia's economy. And you're doing a great job, and you have a governor that's working hard, and he's doing a great job. I don't even know if he's here but he's working hard and he's doing a great job. We're going to find out. And you've got a great First Lady. And we're working to safely reopen our schools, reopen the schools, get those schools open all over our country. It's so bad. You know Barron, right? Barron tested positive, my son. I said, ""Are you okay?"" "" Yeah, I'm okay."" Like about two seconds later, ""How's he doing? ""Oh, he's okay now, sir."" Because they have a great immune system, I guess. Who the hell knows?",https://www.rev.com/blog/transcripts/donald-trump-macon-georgia-rally-speech-transcript-october-16,"Donald Trump held a campaign rally in Macon, Georgia on October 16. Read the full transcript of his speech at the rally here."
"I mean, they have an immune system, 99.9 something percent, right? They're young and they're strong. I mean, for this particular disease, the flu they have problems with young children, real problems, real, real death problems. But for this, it's 99.99 something, I mean, it's like incredible. But no, Barron tested positive. The First Lady's doing great, she's doing great. She's doing a great job. And she didn't do the Regeneron thing. She did it the old-fashioned way, she got better. But Barron, Barron, young kid, healthy kid, but he tested positive. And by the time I got to speak to the doctor the next time, it was like, ""How's he doing, Doc?"" ""He's okay, now, sir, he's gone."" I said, ""It's gone, that quick?"" But this is what happens. And then you're immune. It could be a long time. Barron's ... everyone loves Barron. Do you think he's tall enough? He's a tall, young guy, but he's doing good. But it's an amazing thing, the children. That's why they have to get back to school. We have to protect our seniors very much. We have to protect our seniors and that's what we're doing. But we have to protect our seniors. We have to protect certain groups, especially our seniors, where they have a heart problem or they have a diabetes problem.",https://www.rev.com/blog/transcripts/donald-trump-macon-georgia-rally-speech-transcript-october-16,"Donald Trump held a campaign rally in Macon, Georgia on October 16. Read the full transcript of his speech at the rally here."
"But honestly, regardless of what happens, they're both going to be winners because whoever doesn't officially win is going to have an unbelievable future. And I'm going to make sure of it because these are two incredible people. You, you, and I mean it. But what a lousy position to be in, David, right? I like both of them, oh boy. So we have somebody, Jody Hice, you know Jody? Stand up, Jody, what a job, a warrior, a warrior. Thank you very much for everything, Jody. Jody's only leading his district by about 5,000 points, so we don't have to worry too much. We don't have to spend too much time. You're doing a great job, Jody, we appreciate it very much. Barry Loudermilk, Barry, thank you very much. Great job, great job. These are warriors, these are incredible people. Rick Allen, Rick, thank you, thank you. And another one who wanted a guy ... he knows more about the farming industry. When I was picking the Secretary of Agriculture, they had all these political people come in. I said, ""Do you know anything about farms?"" ""No, sir. I don't, but I'm a quick learner."" I said, ""Oh, that's great."" I'm interviewing these people. And I went through about nine of them. And so far I didn't have any guy. I said, ""Do you know what corn looks like? Do you know anything?"" No, some of them had absolutely zero. I said, ""Have you ever been to a farm?"" ""No, sir. But I'm willing to learn."" I said, ""Oh, this is what I want."" And then I meet this guy named Sonny Perdue. Somebody said ... And Sonny came, I remember that meeting so much. And Sonny came into my office. And by the way, David called and Sonny called also about Brian, right, you know that, Brian, both of them.",https://www.rev.com/blog/transcripts/donald-trump-macon-georgia-rally-speech-transcript-october-16,"Donald Trump held a campaign rally in Macon, Georgia on October 16. Read the full transcript of his speech at the rally here."
"Now, when it came time to pick the head of the Republican National Committee, I said, ""Who is that woman in Michigan that kept getting me back there?"" Every week, I'd get a call. ""Sir, you have to come back. You can win Michigan."" I said, ""Michigan hasn't been won in 38 years."" She said, ""I'm telling you, you're going to win."" All right. So I went back and back, and each time I'd say, ""Look, that's it. Okay? That's it."" It's a big deal. She said, ""No, that's okay."" So that's it.",https://www.rev.com/blog/transcripts/donald-trump-macon-georgia-rally-speech-transcript-october-16,"Donald Trump held a campaign rally in Macon, Georgia on October 16. Read the full transcript of his speech at the rally here."
"They called up David today. They said, ""Sir, we have bad news."" ""What's the bad news?"" ""Obama's going to start campaigning for Sleepy Joe."" I said, ""Is that good or bad? Why is it bad?"" Because he campaigned harder for Hillary than she did. He was very ineffective as a campaigner to be. I thought he was very ineffective. So I think that's good news. But if you remember, remember this. He was the vice president for eight years to Obama and Obama refused to endorse him. You know why? Because he knows he's mentally shot. He shot. And Obama, look, he's a Patriot. And he says you can have a guy like this. And then he ended up lucking out because Warren wouldn't get out of the race, and so they were splitting up the vote. And what did he do? He wouldn't do it.",https://www.rev.com/blog/transcripts/donald-trump-macon-georgia-rally-speech-transcript-october-16,"Donald Trump held a campaign rally in Macon, Georgia on October 16. Read the full transcript of his speech at the rally here."
"I recognized the true capital of Israel and opened the American Embassy in Jerusalem. And it's all built. It's all built. It's all built. It's all built. Not only did we get it approved, I got the building built. I said, ""Find the building on the site that we own."" And they came to me. You know that story? They were going to spend $2 billion to build an embassy. I said, ""That sounds like a lot."" And I called our great ambassador. I said, ""David, do we have any land in Jerusalem?"" He said, ""Yeah, we have a great site."" I said, ""Take a look at it. Call me."" He calls me, he said, ""There's a building on the site. We can renovate it. Now, we're going to spend anywhere from $1 billion to $2 billion."" I said, ""Well, let's do this. Can we do something?"" ""Yes, sir.""",https://www.rev.com/blog/transcripts/donald-trump-macon-georgia-rally-speech-transcript-october-16,"Donald Trump held a campaign rally in Macon, Georgia on October 16. Read the full transcript of his speech at the rally here."
"He calls me back a week later, he said, ""Sir, we can renovate the building fully for $350,000 �",https://www.rev.com/blog/transcripts/donald-trump-macon-georgia-rally-speech-transcript-october-16,"Donald Trump held a campaign rally in Macon, Georgia on October 16. Read the full transcript of his speech at the rally here."
"And I want to tell you, we have the greatest weapons, much of it built ever in the history of any country in the world. We are the envy of China and Russia and North Korea and everybody. And when I came here, one of our most overrated generals in the world told me, one of the most overrated generals, he said, ""Sir, we have no ammunition."" And I said, ""No president should ever, ever hear that."" And now we have ammunition like you wouldn't believe. But we have rockets and we have missiles and we have tanks and we have F-35s and all sorts of aircraft tankers and bombers. Only hope to God we never have to use it. That's all. But we are the envy of the world. We have rebuilt our military, $2.5 trillion, and we have never had anything like it. So just hope we never have to use it.",https://www.rev.com/blog/transcripts/donald-trump-macon-georgia-rally-speech-transcript-october-16,"Donald Trump held a campaign rally in Macon, Georgia on October 16. Read the full transcript of his speech at the rally here."
"You don't want Sleepy Joe to be your president. He draws flies. He's not drawing anybody. And Obama was there. They called in Obama. They said, ""Sir, sir,"" this was a few days ago, ""Sir, I have bad news."" ""What?"" ""President Obama is going to campaign for Sleepy Joe."" And I said, ""Is that good news or bad news?"" It's true. And he said, ""Well, he's going to campaign."" So I guess it started yesterday, the day before, right? They had 42 people show up, 42. We have thousands, tens of thousands, and outside is five times what this is. No, there's something going on. It happened last time four years ago, this time more. This time more. It happened last time.",https://www.rev.com/blog/transcripts/donald-trump-circleville-ohio-rally-speech-transcript-october-24,"President Donald Trump delivered a 2020 campaign rally in Circleville, Ohio on October 24, 2020. Read the full transcript of his speech here."
"Like young people, Barron. He had it. The doctor said... you know, Barron very, very tall young man and a great guy. Right. But he's young. And the doctor said, ""Sir, Barron has tested positive."" I said, ""That's terrible. Barron didn't even know he was."" He said... Next day the doctor comes in, ""Sir, Barron's fine."" Because they're young like these guys over here. They're young because they have strong immune systems. Right? They're strong. They have these strong, beautiful immune systems. So it was good. I happened to test. Right? You know why? I couldn't stay in a basement. I'd meet a lot of people. I'm President. I have to get out. I have to get out.",https://www.rev.com/blog/transcripts/donald-trump-circleville-ohio-rally-speech-transcript-october-24,"President Donald Trump delivered a 2020 campaign rally in Circleville, Ohio on October 24, 2020. Read the full transcript of his speech here."
"And when I came into office in my first short period of time, one of the world's most overrated generals told me, ""Sir, we don't have ammunition."" I said, ""That should never be said to another president again."" And now we have so much ammunition, we don't know what to do with it. So we have totally rebuilt our military. The finest equipment anywhere in the world, nothing even close, no other country has anything even close. The fake news was saying, ""You shouldn't be saying that, you're giving confidential information."" That's okay. I'll say it. There's nobody. Can you imagine that? They wanted to even call me on that. Maybe they should impeach me for making that statement.",https://www.rev.com/blog/transcripts/donald-trump-circleville-ohio-rally-speech-transcript-october-24,"President Donald Trump delivered a 2020 campaign rally in Circleville, Ohio on October 24, 2020. Read the full transcript of his speech here."
"And I said, ""Well, we're supposed to build one more."" I told him, I said, ""If we don't have to build this hospital, it was an additional anywhere from 500 to a thousand beds. If you don't need it, would it be possible that we don't build it? We'd like to build it someplace else or not build it at all and save money, which is okay for government too, use it someplace else."" And he called me back the next day and he said, ""Sir, we don't need it."" I said, ""That's great that you say that. I appreciate it."" And he didn't need it, but we were ready to go. We took good care of Louisiana. We took good care of Michigan. We took good care of every place. We didn't miss a trick and we're in great shape on testing. We have different platforms.",https://www.rev.com/blog/transcripts/donald-trump-coronavirus-press-conference-transcript-april-18,"President Donald Trump’s April 18 coronavirus task force press conference. Trump railed against the media and gun control, going after both in Saturday’s press conference."
"Iran. When I came in Iran was a terror. We had 82 points of fighting. We had 18 points of major confliction. The first week I said, ""Tell me about Iran."" ""Sir, we have 18 points of confliction."" Meaning Yemen, Syria, Iraq, they're going into Iraq all over the place. They're a much different nation right now. I stopped that horrible deal. And they want to talk except that Kerry violated the Logan Act. He made the deal and he doesn't want them to make a deal because... I would have made a deal, in my opinion, except that John Kerry, who made the deal originally, which was a stupid deal to make. Gave them $150 billion, gave them 1.8 billion in cash, in green. That would be more than this room, 10 times, with $100 bills. You could fill up this room 10 times with $100 bills and it's not that small of room.",https://www.rev.com/blog/transcripts/donald-trump-coronavirus-press-conference-transcript-april-18,"President Donald Trump’s April 18 coronavirus task force press conference. Trump railed against the media and gun control, going after both in Saturday’s press conference."
"But you take a look at the failing New York Times and they had a picture of a cage and they thought that I built it. And it said ""cage."" And then somebody called me, they said, ""Sir, that was built,"" one of the people that helped build it, ""that was built in 2014."" I said, ""2014, I didn't happen to be president."" It was built under Obama/Sleepy Joe Biden. And so did you notice when I kept saying, ""Why did you build the cages, Joe? Why did you?"" And he just kept talking. He didn't want any part of it. But they started it.",https://www.rev.com/blog/transcripts/donald-trump-rally-speech-transcript-the-villages-florida-october-23,"President Donald Trump held a campaign rally in The Villages, Florida on October 23. Read the transcript of the speech here."
"The doctor, great doctor, White House doctor, Sean. I said, 15 seconds later, ""How's Baron doing?"" ""He's all better, sir."" I said, ""What are you talking about?"" The fact that is young people, 99.99 or something young people, their immune systems, I hate to say it, they're a little stronger than our immune systems, right? Well, I got it and here we are. Here we are. It works out good. Here we are. And the good news, once you get it, you're immune. Now, it used to be before I got it you were immune for life. I heard you were immune for life. Once I got it, they said, ""No, it's only four months."" Okay. We have a double standard. You ever notice that? It was always once you get it, you're immune. I get it, ""Nope. It's only good for four months."" It's the fake news.",https://www.rev.com/blog/transcripts/donald-trump-rally-speech-transcript-the-villages-florida-october-23,"President Donald Trump held a campaign rally in The Villages, Florida on October 23. Read the transcript of the speech here."
"Does anybody object to the ban on having radical Islam come in? The radical Islamic terrorists, no, we do have a ban. We invested $2.5 trillion in rebuilding our US military. It's the best and strongest it's ever been, all made in the USA. With the best equipment in the world, hypersonic rockets go seven times faster than what we have right now. Think of it, we have the greatest military than we've ever had. And when I came here first, the world's most overrated general said to me, sir, we have no ammunition. I said, that's not good.",https://www.rev.com/blog/transcripts/donald-trump-rally-speech-transcript-the-villages-florida-october-23,"President Donald Trump held a campaign rally in The Villages, Florida on October 23. Read the transcript of the speech here."
"Working with GM and almost a dozen other companies, great companies, my administration has turned America into the ventilator king of the world. Ventilator king. Make them good, and we make them great. They're very good, highest quality. We're now exporting ventilators to friends and allies. And they're really thankful they're calling, ""Can I have ventilators for our country, sir?"" "" How many do you need?"" ""Could you send a thousand?"" I said, ""That's a lot. The answer is yes."" What we're doing is incredible. We're helping other... We're doing more goodwill with ventilators, because other things you can make, gowns and swabs and things you can make. We're making them too, but ventilators are tough.",,
"Because that's better than the other stuff, right? No, I was with somebody and they said, ""You know for a dishwasher, we don't have enough water, sir."" I think a lot of the people in the audience would understand what I'm saying. They don't have enough water because they put restrictors on, so you don't have any water and I said, ""What is that? What is that?"" In most states, outside of desert areas we have so much water we don't know what to do with it. A lot of states. Your state does pretty well with water. So they have plenty of water, so I passed a regulation, I signed a regulation that gave the dishwashers much more water and I was asking today, and that by the way includes your washers. You don't need too much water in your dryers but it includes your washers and I was just saying to your brilliant people that are doing such a good job running your company, I said, ""How much impact does that have?"" They said, ""Unbelievable. It's been unbelievable."" Because I had people saying they'd wash their dishes and they'd press their button five times, so in the end they're probably wasting more water than if they did it once.",,
"One other thing I did, remember the old light bulb? The old light bulb was so great and they put it out of business. It was much cheaper and it had much better light and you're all good-looking people but you look better under the old light bulb than that horrible new light bulb. It cost you a fraction of the cost. Didn't last as long but that's okay, but it cost you a fraction. I re-instituted and opened it up so they can sell both, they can sell the new one if you want it and they can sell the old one. The old one's doing amazing business, amazing business. You know the new one is considered hazardous waste. When you lose it, you're supposed to take it down to a dump, a specified dump. How many people are going to do that with a light bulb? ""Hey you know, we lost this light bulb. Let's travel 28 miles outside of the city to get rid of it."" It's hazardous waste. So I put the old bulb back in and you can use the new one, you can use anything I guess, it's competition but I particularly like it because I don't look so orange so it's very nice. Very nice. I don't want to look, I don't like that look, never liked it, but it's a tremendous thing and it's having tremendous success. So they'll scoff and say, ""Oh, who cares about that?"" Very big stuff. These are big things. A lot of people have come up, ""Thank you sir. They had sinks that didn't give water. They had showers that didn't give water,"" the whole thing and it's been a great thing, it's been very popular, and we might as well tell you about it because people don't talk about it but these are things that no other president would be doing, no other president frankly would be even thinking about.",,
"To safeguard our stunning coastal areas, I signed legislation authorizing $100 million to fight the red tide and toxic algae and to preserve the Everglades and defend Florida from catastrophic flooding. You know about the flooding. We spent a lot of money on flooding and a lot of money on hurricanes and when your governors came to me and they said, ""Can we have this? Can we have that? We need some more for the Panhandle,"" they said, ""We have to help the panhandle."" I said, ""Without question and without any wait, let's go."" Right? That's what we said. You've never had it so easy in your life. He'd walk into my office, say, ""Sir, just one more."" ""How much is it going to cost? How about an extra billion?""",,
"I want to say that I want college football to come back. These are strong, healthy, incredible people. These are people that want to play football very badly, a great, great talent, quarterback Trevor Lawrence called me two days ago. I spoke to him a couple of times. They said, ""Sir, I want to just tell you we want it back, we want to play,"" and he's an incredible quarterback as you know from an incredible school, Clemson and he's going to have a very good future in the NFL. He's got everything, he's got height, accuracy, a strong arm, and he's fast. Other than that I guess he's got some problems, but he's got the whole package. I watched him last year running. He's faster than the backs that were guarding. I think he's going to be great, but he's just a great young man. I talked to him actually for a long time. They want to play football. He made the statement that he feels he's safer on the field, he's safer on the field than he is outside of the field.",,
"... really something that for me, I have to protect the American people. That's what I've always done. That's what I always will do. That's what I'm about. They said, ""Sir, we can make this work very easily. We have great enthusiasm, incredible enthusiasm."" Even the polls say about the most enthusiasm they've seen. We can do this safely and we can do it responsibly. I said, there's nothing more important in our country than keeping our people safe, whether that's from the China virus or the radical left mob that you see in Portland, where I want to thank Homeland Security and others in law enforcement for doing a fantastic job over the last few days they went in. People were out of control for 51 days, long time, and Homeland Security and other law enforcement with us went in and they've done a great job in protecting our property, federal courthouse and other property.",,
